id	filename	md5	size	state
005c0660-3700-40ea-b037-b456319d369a	005c0660-3700-40ea-b037-b456319d369a/bb15d7d0-8705-49af-89e4-fc13c01de642.FPKM.txt.gz	0ba5871795236691b8fe3c3e7246629d	530648	validated
030cf06f-890c-4193-9c7d-254980c73a48	030cf06f-890c-4193-9c7d-254980c73a48/3d771128-9e90-49c2-8ee5-23d994ee6398.FPKM.txt.gz	9ab28332f14aa635178650ce60972ba7	534467	validated
03a162ee-0be2-484d-ad86-17bba311a3f8	03a162ee-0be2-484d-ad86-17bba311a3f8/4172e3f8-3578-4f33-9168-6f8c2b8d0783.FPKM.txt.gz	415dada3f81c97ddd6175144dd39ad52	528654	validated
051918c1-9bb2-4146-bf85-4e4a55c5759e	051918c1-9bb2-4146-bf85-4e4a55c5759e/5aed2227-1f31-4159-9eed-430bc45c61dc.FPKM.txt.gz	6d48d27918c5a080807f6380ba1303ad	513666	validated
0882ecec-b533-4912-adc1-8ffd6eaa47c1	0882ecec-b533-4912-adc1-8ffd6eaa47c1/c19f102d-47a0-48c6-9443-63730d9ea6d1.FPKM.txt.gz	b2132c8f162506ac8693b49b189ca138	489527	validated
0ae4ff1f-e2d3-46e0-95a2-0ea80a4ebb63	0ae4ff1f-e2d3-46e0-95a2-0ea80a4ebb63/574df2fc-a608-49c5-8e83-f26d03ef8bb3.FPKM.txt.gz	58e0b2deb066f6c219a02582211c9354	484949	validated
0c2840a2-3a49-4f22-ae21-1cfbb0034212	0c2840a2-3a49-4f22-ae21-1cfbb0034212/fef65b57-c58d-4050-8de4-f09f5cd616ce.FPKM.txt.gz	b5a4ef548b81dca3f07db70c6326382e	522807	validated
0dfe7aef-a105-4a32-89ca-49a30a1b59ed	0dfe7aef-a105-4a32-89ca-49a30a1b59ed/65a45bca-b5d4-4763-a51f-f7b9ad9efcb9.FPKM.txt.gz	7d2f9a43a4c7f10757b8d43bd4424805	522256	validated
0e7871dc-a721-4dae-8938-28a73ec3f968	0e7871dc-a721-4dae-8938-28a73ec3f968/232f085b-6201-4e4d-8473-e592b8d8e16d.FPKM.txt.gz	a5100a33c57262d5565d182f08534026	514027	validated
101e042e-efa2-4c6c-b629-55ecbde859d2	101e042e-efa2-4c6c-b629-55ecbde859d2/3de80dcb-4ff2-4125-b8e6-9e06ec1cd833.FPKM.txt.gz	b114f332af48cacf4c6c68869191eb67	530992	validated
122716b4-05d1-477a-93f9-2302bd718cd3	122716b4-05d1-477a-93f9-2302bd718cd3/00faf8ba-ff90-4214-9d03-6c5e14645d8f.FPKM.txt.gz	fadcb0275ca8a58f14f1f7f92be3970a	518406	validated
13910657-67bb-4dca-a0ad-c53b7f8065c1	13910657-67bb-4dca-a0ad-c53b7f8065c1/12088339-1c7d-45ce-94b5-109555472ac2.FPKM.txt.gz	141d11c7d561fd72e6719efb8e8ed470	514858	validated
174ba409-db99-41bc-bb5d-586b8de671e3	174ba409-db99-41bc-bb5d-586b8de671e3/6020245b-2956-46cf-9048-fbc09709ab22.FPKM.txt.gz	dbbb2c625d5a01dd35e1e57d1e949476	563797	validated
18653a2b-78d9-4065-bf1c-6cfc58991c15	18653a2b-78d9-4065-bf1c-6cfc58991c15/0726996d-62f2-4880-808c-cfe3361b4b42.FPKM.txt.gz	50b35d0fc7f921d4fc130050d2eacc67	516206	validated
18820313-f60e-449a-af0a-893ccf5f65ab	18820313-f60e-449a-af0a-893ccf5f65ab/136067dc-fde9-42e4-8488-d38c7e2d713c.FPKM.txt.gz	264b44d8bea7d2820d0c637645c036cd	527555	validated
19421ff1-3ae8-4e86-9efc-cd3203f18003	19421ff1-3ae8-4e86-9efc-cd3203f18003/c946ab0d-ddbd-42c8-9a72-6bc99b44438f.FPKM.txt.gz	e6c2d92ae6012da226316fae5b4d8c3b	501679	validated
1951b11c-c493-4d29-8f7c-e5ff155ba566	1951b11c-c493-4d29-8f7c-e5ff155ba566/16c63027-f745-41c4-a5e8-f6d9f1fbf1c8.FPKM.txt.gz	abed46b369c52b055ef8148233d8477c	528525	validated
1c703894-a0dd-4674-afcc-f43dd882d76d	1c703894-a0dd-4674-afcc-f43dd882d76d/4929062b-3127-4038-8313-c20cbd274be4.FPKM.txt.gz	054759ec6dd9b48426966d6b2dc53f04	544577	validated
1e0e0b07-b5b2-4712-9307-9ff4fb88dc1a	1e0e0b07-b5b2-4712-9307-9ff4fb88dc1a/cbab599f-5cad-4d5a-94fd-9598219daade.FPKM.txt.gz	729d212e2fef235dc3f5923f5353b1ba	509419	validated
235e0496-e966-46c7-b54d-92d1f3b966a5	235e0496-e966-46c7-b54d-92d1f3b966a5/6d4c0d48-9f92-48cb-be27-a3f5d5173b42.FPKM.txt.gz	1336910f1176f196cdf79fe00e5e4ae9	519894	validated
2cb55bda-dcce-4687-a7f2-a79318ac248f	2cb55bda-dcce-4687-a7f2-a79318ac248f/30ce3471-112b-426c-ab57-6c0ab8e85dd2.FPKM.txt.gz	7cf3318272b9cac4e6cb96b86df9a4ae	519700	validated
2fbc4bad-d2a4-4bae-b77b-41227366dce6	2fbc4bad-d2a4-4bae-b77b-41227366dce6/9f124994-5787-488d-b679-a33419ab63e5.FPKM.txt.gz	53f2bb7e473bf8db9913df67d60b6988	521623	validated
30ea0b71-f563-4d5c-97ed-217911a52942	30ea0b71-f563-4d5c-97ed-217911a52942/7989aed0-f0bc-4f0c-a8ae-f084221ed3f5.FPKM.txt.gz	86887c4f26084abe7df64cd6eff07cad	520637	validated
328f103a-1637-48e9-adbf-88b33ee0c245	328f103a-1637-48e9-adbf-88b33ee0c245/82275c4f-5976-40e0-ac70-c74250de34ac.FPKM.txt.gz	f5d05b39d2a7903e96ee3b8bf9d4a329	535754	validated
32c457e9-c2e4-4aea-a385-125766cfc6f2	32c457e9-c2e4-4aea-a385-125766cfc6f2/be13c589-e2f2-4505-9f12-2de3a8c97fdf.FPKM.txt.gz	d73457755e9f9273fc947daf1a88f0ad	538216	validated
38f4dbe4-7d92-4a30-922e-9fcda892e6cc	38f4dbe4-7d92-4a30-922e-9fcda892e6cc/7cccb817-cdff-45c0-a4cd-9de57d7d8c48.FPKM.txt.gz	7a4fc5cd74d545993cf2524fe0e9056c	510157	validated
3a6da19e-73c4-4cba-b5c3-3a48b998528c	3a6da19e-73c4-4cba-b5c3-3a48b998528c/4b377b21-fed6-4684-bd4c-93850e8b5b8a.FPKM.txt.gz	37cfbc5876b6edd9efd70a89a69e785d	499812	validated
3c13390a-1e9c-4e40-8683-b79b03cb082f	3c13390a-1e9c-4e40-8683-b79b03cb082f/93efda82-e564-4f15-b733-e924a049234d.FPKM.txt.gz	8cffa93b4e1d5a9730de187537ca4eb8	522018	validated
3c8b9145-4b23-4ce9-877c-ea1d015343bd	3c8b9145-4b23-4ce9-877c-ea1d015343bd/d42d7f7b-1ba5-4ba5-8af2-35755fef2d69.FPKM.txt.gz	17a64cb6001c168ecb1fad185ee2c9dc	525549	validated
3d60c441-524c-462e-b1eb-b424992d787f	3d60c441-524c-462e-b1eb-b424992d787f/55461fda-c46a-42a8-acf1-7d39149b799e.FPKM.txt.gz	3fd9b9e30760303b279f25a86ed28345	511815	validated
3d9c5cf8-f126-4899-9758-af71fd45b2c9	3d9c5cf8-f126-4899-9758-af71fd45b2c9/464c3bd5-5bd2-415f-919e-a5a779a103c4.FPKM.txt.gz	658150b5dba26e0b7ce78a05b825f5ad	531237	validated
3e7c872c-3788-4d84-981f-4b2a18f562dd	3e7c872c-3788-4d84-981f-4b2a18f562dd/98a25752-dd33-41b0-883f-3ca9cded5c34.FPKM.txt.gz	3f180697232800ba14937a1f26f4c63a	533950	validated
3efd1634-6f3d-4119-8781-51b764019b63	3efd1634-6f3d-4119-8781-51b764019b63/4a39bda3-2a3f-4253-bea1-607260375f07.FPKM.txt.gz	8b6dc759e6abe847b72ef66d8e6a7559	502226	validated
3f857e59-798e-4ecd-aafd-b282ba5b9d1b	3f857e59-798e-4ecd-aafd-b282ba5b9d1b/01188815-3676-4980-9cb8-7666169328f1.FPKM.txt.gz	e12d6dec946d0903782ade49d22efccc	503320	validated
3f8781cf-51c0-4a95-bd87-4f69c7a3144c	3f8781cf-51c0-4a95-bd87-4f69c7a3144c/59f31be1-8904-4395-a968-8bc9f68b5160.FPKM.txt.gz	d9b30c0052f7c72915a9e9e121938ca8	505737	validated
3fe93649-9e49-4f1b-9eea-a4dac6867183	3fe93649-9e49-4f1b-9eea-a4dac6867183/19a3b9bb-d4cb-4925-a87a-57f724141a67.FPKM.txt.gz	3bbd22d23d8d2fab4ab8cdf1c76d35d7	521245	validated
4030c70f-de76-4c87-a94b-9891d20bccc0	4030c70f-de76-4c87-a94b-9891d20bccc0/f2389819-b8fc-460e-821c-01dba313cce1.FPKM.txt.gz	39e678cd58a7668cda994b6306dc0799	510184	validated
412fb6dc-16ec-411a-b4dc-fcca8186134b	412fb6dc-16ec-411a-b4dc-fcca8186134b/7d0fbed4-b5e1-4633-ac04-e0ee614b90ee.FPKM.txt.gz	7726d711e23a10fb853b8ef466447b6f	498593	validated
41b1fb7d-238b-4121-8dcd-75c4a841161a	41b1fb7d-238b-4121-8dcd-75c4a841161a/b9038119-a0a9-4987-b9e3-02ea055a644a.FPKM.txt.gz	34bb2d86c0a0865c9d848e0319720e2c	507136	validated
4403f1cf-51f6-45bb-8eea-2a4ee08a803c	4403f1cf-51f6-45bb-8eea-2a4ee08a803c/2eaa996b-267f-4c9c-a58e-d1759c27c46c.FPKM.txt.gz	b18798c0786f15af3a0734dadae8cc19	525766	validated
446bbe28-6491-428d-ab42-b4b36a47c90d	446bbe28-6491-428d-ab42-b4b36a47c90d/c3a3b1ec-1d61-4afd-bf06-3a036894bf39.FPKM.txt.gz	dca2c0f9de95420bf0955fa151d9fb51	511647	validated
44e739c9-5b22-4036-b661-090c6fde40ea	44e739c9-5b22-4036-b661-090c6fde40ea/4cd85f4f-162e-40a8-ab1d-4f6f562c68ff.FPKM.txt.gz	a1c69bb02ac1a896f3e12714e6dc65c0	528098	validated
47f909a0-cf27-4044-86ae-0970427ef5ac	47f909a0-cf27-4044-86ae-0970427ef5ac/7b11a93d-fde2-4779-b4ab-502480a4c6ed.FPKM.txt.gz	074e7c21491eb9cf0fc480ff5a1f615e	519355	validated
4c35107f-2492-429c-b323-4d93953703c2	4c35107f-2492-429c-b323-4d93953703c2/01f84c45-2058-4e22-b234-52f0a82a97fc.FPKM.txt.gz	5661bba667e10b9b0b71a7468b714453	523753	validated
4d67a12d-9f9a-4f81-b12e-342d61f28be9	4d67a12d-9f9a-4f81-b12e-342d61f28be9/b7f66df2-885a-43c6-9fce-8520071d151e.FPKM.txt.gz	36980d2ec4d4eeb47f2f9f6e3e76cbe7	512267	validated
4dbba783-6abf-4ebc-9c6f-f625a6b0c297	4dbba783-6abf-4ebc-9c6f-f625a6b0c297/75546c1f-e923-443a-ad59-83d93737b898.FPKM.txt.gz	bfd9274536bd89b431d8cef4c721fbae	514819	validated
51abd28e-9a60-4ba0-a39b-cffdd36ef7b8	51abd28e-9a60-4ba0-a39b-cffdd36ef7b8/a995d6ba-19c7-498f-b2d8-3f9b4b4826a1.FPKM.txt.gz	0b88aa76cd6d8e076018707ea19bdec8	498508	validated
53aaf772-2876-46eb-8efe-1bbd4c5b6df6	53aaf772-2876-46eb-8efe-1bbd4c5b6df6/057aa9ac-f22c-4c11-a44d-ad52ae59b4cf.FPKM.txt.gz	2dfa2af74603b64db46cd883522e958c	523855	validated
55e73368-3fa0-42b9-a2bc-f17b082f7ed4	55e73368-3fa0-42b9-a2bc-f17b082f7ed4/8103517e-1192-4e6a-87c2-eb02010fa417.FPKM.txt.gz	5d360cfdeadc40aab4bb58965f724a48	520359	validated
571ae6c2-6c1e-4e22-bd2b-6a027dd4550b	571ae6c2-6c1e-4e22-bd2b-6a027dd4550b/c48dcdef-8805-4887-bacc-e351613886a0.FPKM.txt.gz	0f9dd2e857fe45af7d1e276a3d79d1aa	524750	validated
584a91ca-5883-40bd-8bcf-aa6b0c0065ba	584a91ca-5883-40bd-8bcf-aa6b0c0065ba/51d0123d-f082-4ce1-8f06-e3dafd224a88.FPKM.txt.gz	3223c643ab64554033e992cee8352869	531136	validated
586422d9-b0c8-4812-a5f8-4bb7d2f9b3b5	586422d9-b0c8-4812-a5f8-4bb7d2f9b3b5/a9fbe593-42f7-4597-a61c-240408bbe203.FPKM.txt.gz	74abbe482e78c60345144c950db3e60e	481647	validated
5b6b9a34-d798-402b-83f7-63ef1e1e4811	5b6b9a34-d798-402b-83f7-63ef1e1e4811/1548c36f-d41c-4ebe-a86c-66cbc65af67b.FPKM.txt.gz	9375d7f2d84c41919bfb20c1f86ba648	535845	validated
5d019959-8b39-491d-9b1a-ed3a588170c2	5d019959-8b39-491d-9b1a-ed3a588170c2/b4ce6dd3-35a8-4261-b4d2-a2ab39957593.FPKM.txt.gz	f05ec3ef70cef788bc86e61ad15cb29c	526518	validated
5da56d9f-f071-4d12-9e1d-9768c42ed161	5da56d9f-f071-4d12-9e1d-9768c42ed161/844f025f-f7f5-443a-8c4f-855bfe6c212e.FPKM.txt.gz	3f4475e7a38bd3fceb263889562349c7	511641	validated
5e7ac80c-8d5a-458d-a7a0-58e8a3f2306e	5e7ac80c-8d5a-458d-a7a0-58e8a3f2306e/b244f324-fd8a-4d4b-b8f5-bad973c649d5.FPKM.txt.gz	8d2ab578f41652253270b186ea3f6224	524521	validated
5eb91adc-a173-4fe6-b904-0b42996fed67	5eb91adc-a173-4fe6-b904-0b42996fed67/6cfd5f67-1006-48e5-a406-63b7d7ed9828.FPKM.txt.gz	38bc8a10f865be5b4d7b8e66b44eb110	519933	validated
61707d4f-3c8f-42c9-9d63-b3df41065199	61707d4f-3c8f-42c9-9d63-b3df41065199/0143419f-2abe-4906-bb55-af6010fab05f.FPKM.txt.gz	97129353aa62b65e01ab7252631a53e6	511116	validated
61a8061c-cf4f-48e1-8572-df93f7afe3e1	61a8061c-cf4f-48e1-8572-df93f7afe3e1/dbcad16f-6837-4825-af8d-c60cfbcefe1a.FPKM.txt.gz	5e22f6d3e246506089aba48c26c98d7f	529934	validated
62809aca-c5ac-47f1-bfed-b82d811a797d	62809aca-c5ac-47f1-bfed-b82d811a797d/7051e52f-069d-48d5-966e-064a01bf2725.FPKM.txt.gz	4387ffbcfc574513b3910fb8d1ac24d6	504209	validated
64c77d2c-92b0-40a2-8dd2-11ba28efef2e	64c77d2c-92b0-40a2-8dd2-11ba28efef2e/5047576e-f3de-4244-8f47-f78bc1c10c22.FPKM.txt.gz	43d5c37e5f5c10319da21439c298084f	527068	validated
6543a250-d902-4612-b64e-18404944ca3d	6543a250-d902-4612-b64e-18404944ca3d/3828d55b-81ae-42b2-8f5e-d1dcd87e576a.FPKM.txt.gz	b0ea16a0c6cf2628f77acfd182e71195	534881	validated
655e0216-90f1-4ead-a19b-af0236b9cc20	655e0216-90f1-4ead-a19b-af0236b9cc20/657e19a6-e481-4d06-8613-1a93677f3425.FPKM.txt.gz	49301e0cef3930e4ae12c37c695c9a5b	527868	validated
65634b1a-161a-4d27-a031-7222baf94c99	65634b1a-161a-4d27-a031-7222baf94c99/42bec5f7-7623-42e6-bbdf-514fe3805940.FPKM.txt.gz	72c48f0c07e5f90f9481f7bf2f8acdc1	549063	validated
65d5dd5c-1da9-4bcd-ae11-1e5769c6afdb	65d5dd5c-1da9-4bcd-ae11-1e5769c6afdb/f144de50-6126-4912-9c94-824d1eb0fac5.FPKM.txt.gz	530df03ae544daf7937e645f63ecdf89	507600	validated
6655292c-68dd-4b44-9349-e4c8cc124adc	6655292c-68dd-4b44-9349-e4c8cc124adc/f8551a29-d4bd-4954-bf9c-8e10265063de.FPKM.txt.gz	76a93ae3df3cea67dd2205aded8984e7	512556	validated
69836bd6-8d00-46b6-bfca-d9ff1f8baff6	69836bd6-8d00-46b6-bfca-d9ff1f8baff6/f9f63982-b0ee-4cb8-8de5-f885d82137f0.FPKM.txt.gz	84ba302a09acf44934629cd99a4826ca	515562	validated
6a5013d6-9f1a-4106-8d34-f5f780b74d2b	6a5013d6-9f1a-4106-8d34-f5f780b74d2b/4c60111d-2526-41be-8d31-a6afae1593c5.FPKM.txt.gz	20221ff65f99edb03040bef5c630e460	523933	validated
